City,Area Locality,Concatenate,Area Locality,Latitude,Longitude
Bangalore,"Maruthi Nagar-Kaggadasapura, Kaggadasapura","Bangalore, Maruthi Nagar-Kaggadasapura, Kaggadasapura",1,12.97573,77.6768763
Bangalore,"Maruthi Nagar-Yelahanka, Yelahanka","Bangalore, Maruthi Nagar-Yelahanka, Yelahanka",1,13.1107335,77.607471
Bangalore,Maruthi Sevanagar,"Bangalore, Maruthi Sevanagar",5,13.0013782,77.6298047
Bangalore,"Marutinagar,","Bangalore, Marutinagar,",1,13.0488712,77.5741212
Bangalore,Mathikere,"Bangalore, Mathikere",7,13.0334194,77.5639761
Bangalore,Mavalli,"Bangalore, Mavalli",1,12.9497802,77.589773
Bangalore,"Mcechs Layout, Jakkuru","Bangalore, Mcechs Layout, Jakkuru",1,13.0879103,77.60342
Bangalore,Medahalli,"Bangalore, Medahalli",2,13.0317051,77.7160525
Bangalore,Meenakshi Layout Hosa Road,"Bangalore, Meenakshi Layout Hosa Road",1,12.8838092,77.6722644
Bangalore,"Meenakshi Layout, Kengeri","Bangalore, Meenakshi Layout, Kengeri",1,12.9000594,77.4834617
Bangalore,"Moodalaplya, Vijayanagar","Bangalore, Moodalaplya, Vijayanagar",1,12.9722331,77.5234092
Bangalore,"Ms Palya, Vidyaranyapura","Bangalore, Ms Palya, Vidyaranyapura",3,13.0803535,77.5479049
Bangalore,Mudhaliar layout,"Bangalore, Mudhaliar layout",1,12.906293,77.6774288
Bangalore,Munnekollal,"Bangalore, Munnekollal",2,12.9530189,77.7088108
Bangalore,"Murugeshpalya, Airport Road","Bangalore, Murugeshpalya, Airport Road",14,12.9593257,77.6569182
Bangalore,Mylasandra,"Bangalore, Mylasandra",2,12.8538319,77.6206518
Bangalore,Mysore Road,"Bangalore, Mysore Road",3,12.849118,77.4236949
Bangalore,Nagadevana Halli,"Bangalore, Nagadevana Halli",1,12.9421673,77.4906157
Bangalore,Nagappa Reddy layout-Dooravani Nagar,"Bangalore, Nagappa Reddy layout-Dooravani Nagar",1,13.0093478,77.6779499
Bangalore,Nagarabhavi,"Bangalore, Nagarabhavi",1,12.9719321,77.512749
Bangalore,Nagarathpete,"Bangalore, Nagarathpete",1,12.9670424,77.5822988
Bangalore,Nagarbhavi,"Bangalore, Nagarbhavi",5,12.9719321,77.512749
Bangalore,Nagavara,"Bangalore, Nagavara",1,13.0421565,77.6135776
Bangalore,Nagondanahalli,"Bangalore, Nagondanahalli",2,12.971241,77.7678875
Bangalore,Nagvarpalya Main Road,"Bangalore, Nagvarpalya Main Road",1,12.9899135,77.6638731
Bangalore,"Nallurhalli, Whitefield, Borewell Road","Bangalore, Nallurhalli, Whitefield, Borewell Road",2,12.9690915,77.7427638
Bangalore,Nandini Layout,"Bangalore, Nandini Layout",3,13.0136616,77.5339379
Bangalore,"Nanja Reddy Colony, Jeevan Bima Nagar","Bangalore, Nanja Reddy Colony, Jeevan Bima Nagar",1,12.9618446,77.6583441
Bangalore,Near coffee board layout,"Bangalore, Near coffee board layout",1,13.050466,77.6070703
Bangalore,Neelasandra,"Bangalore, Neelasandra",1,12.9550291,77.6142102
Bangalore,Nelamangala,"Bangalore, Nelamangala",1,13.097301,77.3856398
Bangalore,New Bel Road,"Bangalore, New Bel Road",1,13.0302328,77.570572
Bangalore,New Thippasandra,"Bangalore, New Thippasandra",1,12.9717571,77.6551929
Bangalore,Nimbekaipura,"Bangalore, Nimbekaipura",1,13.0580534,77.7560972
Bangalore,Nisarga capital appartment,"Bangalore, Nisarga capital appartment",1,12.9715987,77.5945627
Bangalore,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,"Bangalore, No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050",1,12.9385543,77.5565292
Bangalore,"Nobo Nagar, Kalena Agrahara","Bangalore, Nobo Nagar, Kalena Agrahara",1,12.8680604,77.595969
Bangalore,Nri Layout,"Bangalore, Nri Layout",4,13.0298083,77.6793064
Bangalore,Old Airport Road,"Bangalore, Old Airport Road",3,12.954806,77.684324
Bangalore,"Ombr Layout, Banaswadi","Bangalore, Ombr Layout, Banaswadi",2,13.0075666,77.6504664
Bangalore,Padmanabha Nagar,"Bangalore, Padmanabha Nagar",6,12.9155691,77.5567733
Bangalore,"Pai Layout-Hulimavu, Hulimavu","Bangalore, Pai Layout-Hulimavu, Hulimavu",1,12.8812029,77.5977596
Bangalore,"Panduranga Nagar, bannerghatta main Road","Bangalore, Panduranga Nagar, bannerghatta main Road",3,12.8963112,77.5995782
Bangalore,Parappana Agrahara,"Bangalore, Parappana Agrahara",1,12.8734883,77.6580911
Bangalore,Peenya 2nd Stage,"Bangalore, Peenya 2nd Stage",1,13.0102456,77.5006664
Bangalore,"Peenya Industrial Area, Tumkur Road","Bangalore, Peenya Industrial Area, Tumkur Road",1,13.038683,77.5205701
Bangalore,"Prakruthi Township, Hennur","Bangalore, Prakruthi Township, Hennur",2,13.038071,77.6480753
Bangalore,Punyabhoomi Layout,"Bangalore, Punyabhoomi Layout",1,13.0306828,77.6732975
Bangalore,RT Nagar,"Bangalore, RT Nagar",1,13.0247291,77.5947532
Bangalore,Ragavendra Industrial Estate,"Bangalore, Ragavendra Industrial Estate",1,13.0164298,77.4881219
Bangalore,Ragavendra Nagar,"Bangalore, Ragavendra Nagar",1,13.01152,77.4888388
Bangalore,Raghavendra Layout,"Bangalore, Raghavendra Layout",1,12.9554316,77.7105108
Bangalore,Raghuvanahalli-Bcmc Layout,"Bangalore, Raghuvanahalli-Bcmc Layout",1,12.8778551,77.5425957
Bangalore,Rajajinagar,"Bangalore, Rajajinagar",8,12.9981732,77.5530446
Bangalore,Rajamahal Guttahalli,"Bangalore, Rajamahal Guttahalli",1,12.9995954,77.5837943
Bangalore,Rajarajeshwari Nagar,"Bangalore, Rajarajeshwari Nagar",3,12.9148603,77.5206395
Bangalore,Ramachandrapuram Rajajinagar,"Bangalore, Ramachandrapuram Rajajinagar",1,12.9884247,77.5618429
Bangalore,Ramagondanahalli,"Bangalore, Ramagondanahalli",1,12.9558171,77.7409162
Bangalore,"Ramaiah Layout, Kacharakanahalli","Bangalore, Ramaiah Layout, Kacharakanahalli",1,13.0192658,77.6342819
Bangalore,Ramamurthy Nagar,"Bangalore, Ramamurthy Nagar",12,13.0163134,77.6784812
Bangalore,Ramaswami Palya kammanhalli,"Bangalore, Ramaswami Palya kammanhalli",1,13.0050042,77.6367374
Bangalore,Rampura,"Bangalore, Rampura",1,13.0528058,77.6912085
Bangalore,Rayasandra,"Bangalore, Rayasandra",5,12.8622826,77.6751531
Bangalore,"Rbi Colony-Jayanagar, Jayanagar","Bangalore, Rbi Colony-Jayanagar, Jayanagar",1,12.929743,77.5941783
Bangalore,"Rbi Layout, J P Nagar","Bangalore, Rbi Layout, J P Nagar",1,12.8895219,77.5798522
Bangalore,Rmv Extension Stage 2,"Bangalore, Rmv Extension Stage 2",1,13.0422174,77.5700444
Bangalore,"Rmv Extension, Armane Nagar","Bangalore, Rmv Extension, Armane Nagar",1,13.0130042,77.5777031
Bangalore,"Royal Lakefront Phase-3 North, JP Nagar Phase 8","Bangalore, Royal Lakefront Phase-3 North, JP Nagar Phase 8",1,12.8928139,77.5875391
Bangalore,Rukmini Nagar,"Bangalore, Rukmini Nagar",1,13.0457105,77.4945741
Bangalore,Sadashiva Nagar,"Bangalore, Sadashiva Nagar",1,13.0068182,77.5812849
Bangalore,Sahakara Nagar,"Bangalore, Sahakara Nagar",2,13.0623425,77.5871032
Bangalore,"Sai Colony, Krishnarajapura","Bangalore, Sai Colony, Krishnarajapura",1,13.0024007,77.7545066
Bangalore,Sanjay Nagar Stage 2,"Bangalore, Sanjay Nagar Stage 2",1,13.0409691,77.5787776
Bangalore,Sarjapur Road,"Bangalore, Sarjapur Road",3,12.9034901,77.7038636
Bangalore,Sathnur,"Bangalore, Sathnur",1,13.1222276,77.6305669
Bangalore,"Seetharampalya, Hoodi","Bangalore, Seetharampalya, Hoodi",1,12.9855475,77.7122996
Bangalore,Seshadripuram,"Bangalore, Seshadripuram",2,12.9889055,77.574044
Bangalore,"Shamanna Garden, Wilson Garden","Bangalore, Shamanna Garden, Wilson Garden",1,12.948898,77.6000736
Bangalore,"Shampura, Kaval Byrasandra","Bangalore, Shampura, Kaval Byrasandra",1,13.0295386,77.6127996
Bangalore,Shanti Nagar,"Bangalore, Shanti Nagar",1,12.9577549,77.5992505
Bangalore,Shivaji Nagar,"Bangalore, Shivaji Nagar",3,12.9856503,77.6056927
Bangalore,"Shivananda Nagar, Vijayanagar","Bangalore, Shivananda Nagar, Vijayanagar",1,12.9699443,77.527188
Bangalore,Singahalli,"Bangalore, Singahalli",1,13.1616007,77.7235363
Bangalore,"Singasandra, Hosur Road","Bangalore, Singasandra, Hosur Road",2,12.8801357,77.6454227
Bangalore,"Sinthan Nagar, Thanisandra","Bangalore, Sinthan Nagar, Thanisandra",1,13.056014,77.632266
Bangalore,Sir M V Nagar,"Bangalore, Sir M V Nagar",1,13.0158042,77.6756392
Bangalore,Sivanchetti Gardens,"Bangalore, Sivanchetti Gardens",1,12.9796258,77.6140698
Bangalore,"Srinagar, Banashankari","Bangalore, Srinagar, Banashankari",2,12.9467756,77.5519109
Bangalore,"Srinivasa Nagar-Banashankari, Banashankari","Bangalore, Srinivasa Nagar-Banashankari, Banashankari",1,12.9356162,77.554777
Bangalore,Srinivaspura,"Bangalore, Srinivaspura",2,12.9000655,77.5113342
Bangalore,"State Bank Of India Colony, Hegganahalli","Bangalore, State Bank Of India Colony, Hegganahalli",1,13.003663,77.504498
Bangalore,"Subhash Nagar, Kengeri Satellite Town","Bangalore, Subhash Nagar, Kengeri Satellite Town",1,12.9265084,77.4831032
Bangalore,Subramanyapura,"Bangalore, Subramanyapura",2,12.8964518,77.5406717
Bangalore,Sun City Layout,"Bangalore, Sun City Layout",2,12.8859314,77.585941
Bangalore,Sunkadakatte,"Bangalore, Sunkadakatte",3,12.9918405,77.5046475
Bangalore,"Syndicate Bank Colony, Arakere","Bangalore, Syndicate Bank Colony, Arakere",1,12.8839093,77.5951852
Bangalore,T Dasarahalli,"Bangalore, T Dasarahalli",5,13.0507542,77.5154276
Bangalore,Talaghattapura,"Bangalore, Talaghattapura",1,12.8690867,77.534158
Bangalore,Tannery Road,"Bangalore, Tannery Road",1,13.004868,77.6122943
Bangalore,Thambuchetty Palya,"Bangalore, Thambuchetty Palya",1,13.0190631,77.7037131
Bangalore,Thammenahalli Apartmentge,"Bangalore, Thammenahalli Apartmentge",1,13.0734165,77.4831032
Bangalore,Thanisandra,"Bangalore, Thanisandra",5,13.0559193,77.6324513
Bangalore,"Tilak Nagar, Jayanagar, bannerghatta main Road","Bangalore, Tilak Nagar, Jayanagar, bannerghatta main Road",1,12.9254519,77.6003482
Bangalore,Tumkur Road,"Bangalore, Tumkur Road",2,13.0582654,77.4685501
Bangalore,"Udayanagar Extension, Mahadevapura","Bangalore, Udayanagar Extension, Mahadevapura",1,12.9901345,77.6713536
Bangalore,Ullal Main Road,"Bangalore, Ullal Main Road",1,12.9512941,77.4930298
Bangalore,Ullal Upnagar,"Bangalore, Ullal Upnagar",1,12.9600037,77.4759795
Bangalore,Ulsoor Road,"Bangalore, Ulsoor Road",1,12.9754162,77.6174259
Bangalore,Uttarahalli,"Bangalore, Uttarahalli",4,12.9069823,77.552059
Bangalore,Vaderahalli,"Bangalore, Vaderahalli",1,13.0958692,77.5375794
Bangalore,Varanasi,"Bangalore, Varanasi",2,12.9715987,77.5945627
Bangalore,Varthur,"Bangalore, Varthur",5,12.9388787,77.7412047
Bangalore,Vasanth Nagar,"Bangalore, Vasanth Nagar",1,12.9896194,77.5927948
Bangalore,"Venkateshappa Layout-Kammanahalli, Kammanahalli","Bangalore, Venkateshappa Layout-Kammanahalli, Kammanahalli",1,13.0130497,77.6374332
Bangalore,"Venkatpura, HSR Layout","Bangalore, Venkatpura, HSR Layout",1,12.9199543,77.6256895
Bangalore,Vibhutipura,"Bangalore, Vibhutipura",1,12.962353,77.6694675
Bangalore,Vidyaranyapura,"Bangalore, Vidyaranyapura",5,13.0810718,77.5561667
Bangalore,Vijay Enclave,"Bangalore, Vijay Enclave",1,12.8939696,77.6101141
Bangalore,"Vijaya Bank Colony -Bilekahalli, Bilekahalli","Bangalore, Vijaya Bank Colony -Bilekahalli, Bilekahalli",2,12.8902208,77.6092188
Bangalore,Vijaya Bank Layout,"Bangalore, Vijaya Bank Layout",1,12.8902208,77.6092188
Bangalore,Vijayanagar,"Bangalore, Vijayanagar",12,12.975596,77.5353881
Bangalore,"Vimanapura, Airport Road","Bangalore, Vimanapura, Airport Road",2,12.954806,77.684324
Bangalore,"Vinayak Nagar, Kattigenahalli","Bangalore, Vinayak Nagar, Kattigenahalli",1,13.1192944,77.6120835
Bangalore,"Vinayakanagar, Hebbal","Bangalore, Vinayakanagar, Hebbal",1,13.035499,77.5898807
Bangalore,"Virat Nagar, Bommanahalli","Bangalore, Virat Nagar, Bommanahalli",1,12.9041471,77.6199608
Bangalore,Virupakshapura,"Bangalore, Virupakshapura",1,13.0624973,77.570572
Bangalore,"Vishwapriya Nagar, Begur","Bangalore, Vishwapriya Nagar, Begur",1,12.8812268,77.6278377
Bangalore,"Vishweshwaraiah Layout, Annapurneshwari Nagar","Bangalore, Vishweshwaraiah Layout, Annapurneshwari Nagar",1,12.9639778,77.4972874
Bangalore,Visthar,"Bangalore, Visthar",1,13.0701427,77.6590526
Bangalore,"Vv Nagar, Bikasipura","Bangalore, Vv Nagar, Bikasipura",1,12.8896971,77.5540605
Bangalore,"Vyalikaval, Malleshwaram","Bangalore, Vyalikaval, Malleshwaram",1,13.004048,77.575562
Bangalore,Whitefield,"Bangalore, Whitefield",2,12.9698196,77.7499721
Bangalore,Wilson Garden,"Bangalore, Wilson Garden",1,12.9481933,77.5971865
Bangalore,Wilson garden Bangalore,"Bangalore, Wilson garden Bangalore",1,12.9481933,77.5971865
Bangalore,"Yelachenahalli, Kumaraswamy Layout, Kanakapura Road","Bangalore, Yelachenahalli, Kumaraswamy Layout, Kanakapura Road",1,12.9034291,77.5732123
Bangalore,Yelahanka,"Bangalore, Yelahanka",8,13.1154662,77.6069977
Bangalore,Yelahanka Dodda Ballapur Road,"Bangalore, Yelahanka Dodda Ballapur Road",1,13.1052398,77.5829693
Bangalore,Yelahanka New Town,"Bangalore, Yelahanka New Town",3,13.1042445,77.5713193
Bangalore,Yelechenahalli,"Bangalore, Yelechenahalli",1,12.9004352,77.5712222
Bangalore,Yemalur,"Bangalore, Yemalur",1,12.9446164,77.6836756
Bangalore,Yeshwantpur,"Bangalore, Yeshwantpur",6,13.0250302,77.5340242
Bangalore,in Bannerghatta Road,"Bangalore, in Bannerghatta Road",1,12.8394962,77.5888702
Bangalore,indiranagar near bda complex,"Bangalore, indiranagar near bda complex",1,12.9821969,77.6368872
Bangalore,snv la,"Bangalore, snv la",1,12.9715987,77.5945627
Bangalore,venkatapuram,"Bangalore, venkatapuram",1,12.9715987,77.5945627
Bangalore,whitefield,"Bangalore, whitefield",9,12.9698196,77.7499721
Chennai,355 konnur highroad Ayanavaram,"Chennai, 355 konnur highroad Ayanavaram",1,13.0977769,80.2395976
Chennai,5000,"Chennai, 5000",1,13.0826802,80.2707184
Chennai,58 block,"Chennai, 58 block",1,13.0826802,80.2707184
Chennai,AGS Colony-Velachery,"Chennai, AGS Colony-Velachery",2,12.9770395,80.2091603
Chennai,Abiramapuram,"Chennai, Abiramapuram",2,13.0311142,80.2579194
Chennai,Adambakkam,"Chennai, Adambakkam",7,12.9880288,80.2047133
Chennai,"Adyar, Sardar Patel Road","Chennai, Adyar, Sardar Patel Road",7,13.0068438,80.2503322
Chennai,"Adyar, Thiruvanmiyur, Chennai","Chennai, Adyar, Thiruvanmiyur, Chennai",1,12.9830269,80.2594001
Chennai,Alandur,"Chennai, Alandur",2,12.9974873,80.2006371
Chennai,"Alapakkam, Porur","Chennai, Alapakkam, Porur",1,13.0490314,80.1672782
Chennai,Alwarpet,"Chennai, Alwarpet",3,13.0334869,80.2531271
Chennai,Alwarthirunagar,"Chennai, Alwarthirunagar",1,13.0425511,80.1840192
Chennai,Ambattur,"Chennai, Ambattur",14,13.1143393,80.1547844
Chennai,"Ambattur Industrial Estate, Chennai Bypass Road","Chennai, Ambattur Industrial Estate, Chennai Bypass Road",1,13.0836773,80.1615786
Chennai,Ambattur railway station,"Chennai, Ambattur railway station",1,13.1142107,80.1527389
Chennai,"Aminjikarai, PH Road","Chennai, Aminjikarai, PH Road",3,13.0741319,80.2240666
Chennai,Anakaputhur,"Chennai, Anakaputhur",8,12.9801897,80.1264607
Chennai,Andal Nagar,"Chennai, Andal Nagar",1,12.980773,80.2072908
Chennai,Anna Nagar,"Chennai, Anna Nagar",7,13.0849557,80.2101342
Chennai,Anna Nagar East,"Chennai, Anna Nagar East",1,13.0920485,80.2236102
Chennai,Anna Nagar West,"Chennai, Anna Nagar West",2,13.0861782,80.2017906
Chennai,Anna Nagar West Extension,"Chennai, Anna Nagar West Extension",4,13.0911809,80.1930341
Chennai,Anna Nagar-Pammal,"Chennai, Anna Nagar-Pammal",1,12.9794936,80.1413945
Chennai,Annanagar East,"Chennai, Annanagar East",2,13.0920485,80.2236102
Chennai,Annanagar west,"Chennai, Annanagar west",1,13.0861782,80.2017906
Chennai,Arasankalani,"Chennai, Arasankalani",1,12.884743,80.2056382
Chennai,Arcot Road Virugambakkam,"Chennai, Arcot Road Virugambakkam",1,13.0466904,80.1938971
Chennai,Arumbakkam,"Chennai, Arumbakkam",6,13.0724233,80.2101773
Chennai,"Arunachalam Nagar, Madipakkam","Chennai, Arunachalam Nagar, Madipakkam",1,12.9596162,80.1887503
Chennai,Ashok Nagar,"Chennai, Ashok Nagar",7,13.0373222,80.2123115
Chennai,"Ask Nagar, Adambakkam","Chennai, Ask Nagar, Adambakkam",1,12.9918693,80.2080787
Chennai,Avadi,"Chennai, Avadi",1,13.1067448,80.0969511
Chennai,Ayanavaram,"Chennai, Ayanavaram",3,13.098634,80.2336945
Chennai,Ayappakkam,"Chennai, Ayappakkam",5,13.0983046,80.1366511
Chennai,"Ayyappa Nagar, Pallavaram","Chennai, Ayyappa Nagar, Pallavaram",1,12.9686741,80.140416
Chennai,BHEL Nagar-Medavakkam,"Chennai, BHEL Nagar-Medavakkam",1,12.9230328,80.1840192
Chennai,"Baby Nagar Extention, Velachery","Chennai, Baby Nagar Extention, Velachery",1,12.9748716,80.2289944
Chennai,Banu Nagar,"Chennai, Banu Nagar",1,13.1335227,80.1609995
Chennai,Besant Nagar,"Chennai, Besant Nagar",3,13.0002927,80.2666982
Chennai,"Bharath Nagar, Porur","Chennai, Bharath Nagar, Porur",1,13.0335681,80.1583832
Chennai,"Bharathidasan Colony, KK Nagar","Chennai, Bharathidasan Colony, KK Nagar",1,13.0330385,80.2052895
Chennai,"Bunder Garden, Perambur","Chennai, Bunder Garden, Perambur",1,13.1102838,80.2425869
Chennai,C.R.R. Puram L&T Colony,"Chennai, C.R.R. Puram L&T Colony",1,13.0164717,80.1708734
Chennai,CBI Colony,"Chennai, CBI Colony",1,12.965539,80.2434315
Chennai,CIT Nagar,"Chennai, CIT Nagar",1,13.0311989,80.2277232
Chennai,Camp Road,"Chennai, Camp Road",1,12.9068119,80.1425676
Chennai,"Central Bank Colony, Chromepet","Chennai, Central Bank Colony, Chromepet",1,12.9597439,80.1393692
Chennai,Chembarambakkam,"Chennai, Chembarambakkam",1,13.0114448,80.0590804
Chennai,Chennai,"Chennai, Chennai",2,13.0826802,80.2707184
Chennai,"Chetpet, PH Road","Chennai, Chetpet, PH Road",3,13.0775658,80.2422127
Chennai,Chinna Porur,"Chennai, Chinna Porur",1,13.0355233,80.1680932
Chennai,Chintadripet,"Chennai, Chintadripet",1,13.0749917,80.2697653
Chennai,Chitlapakkam,"Chennai, Chitlapakkam",3,12.9369552,80.1389466
Chennai,Choolaimedu,"Chennai, Choolaimedu",11,13.0632365,80.2249919
Chennai,Choolaimedu High Road,"Chennai, Choolaimedu High Road",1,13.0615656,80.2302044
Chennai,"Chromepet, GST Road","Chennai, Chromepet, GST Road",15,12.8989664,80.0907992
Chennai,Cmbt,"Chennai, Cmbt",1,13.0674395,80.2054888
Chennai,"Devi Karumariamman Nagar, Velachery","Chennai, Devi Karumariamman Nagar, Velachery",1,12.9743459,80.2150512
Chennai,Dr Ranga Road,"Chennai, Dr Ranga Road",1,13.0330746,80.2603755
Chennai,Duraisamy Nagar,"Chennai, Duraisamy Nagar",1,13.0134534,80.2425869
Chennai,East Coast Road,"Chennai, East Coast Road",1,12.9241511,80.2510899
Chennai,"Egmore, PH Road","Chennai, Egmore, PH Road",2,13.079656,80.2604649
Chennai,Elango Nagar-Virugambakkam,"Chennai, Elango Nagar-Virugambakkam",1,13.0537182,80.1906046
Chennai,Ennore,"Chennai, Ennore",1,13.2145944,80.3202929
Chennai,"Erukkancheri, Kodungaiyur West","Chennai, Erukkancheri, Kodungaiyur West",1,13.127733,80.2484696
Chennai,G S T Road,"Chennai, G S T Road",1,12.9974663,80.1908107
Chennai,"Ganapathipuram, Chromepet","Chennai, Ganapathipuram, Chromepet",1,12.9538463,80.1526271
Chennai,Gandhi Nagar Adyar,"Chennai, Gandhi Nagar Adyar",1,13.0096046,80.2513351
Chennai,"George Town, PH Road","Chennai, George Town, PH Road",1,13.0509221,80.0942138
Chennai,Gopalapuram,"Chennai, Gopalapuram",2,13.0489376,80.2586162
Chennai,"Gowrivakkam, Sembakkam","Chennai, Gowrivakkam, Sembakkam",1,12.9203428,80.1654022
Chennai,Guduvancheri,"Chennai, Guduvancheri",4,12.8438835,80.0597364
Chennai,Guindy,"Chennai, Guindy",1,13.0066625,80.2206369
Chennai,"Guindy Race Course, Guindy","Chennai, Guindy Race Course, Guindy",1,13.0086279,80.2147158
Chennai,Harrington Road,"Chennai, Harrington Road",1,13.0693921,80.2370445
Chennai,Housing Board,"Chennai, Housing Board",1,13.0320664,80.224183
Chennai,Indira Colony,"Chennai, Indira Colony",1,13.0338595,80.2119863
Chennai,Indra Nagar,"Chennai, Indra Nagar",1,12.9974154,80.2513195
Chennai,Injambakkam,"Chennai, Injambakkam",1,12.9197836,80.2511237
Chennai,Irumbuliyur,"Chennai, Irumbuliyur",2,12.9172182,80.1077205
Chennai,Iyyappanthangal,"Chennai, Iyyappanthangal",17,13.0380617,80.1353549
Chennai,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road","Chennai, Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",1,13.0390838,80.1324427
Chennai,Jafferkhanpet,"Chennai, Jafferkhanpet",1,13.029936,80.2048005
Chennai,Jalladian Pet,"Chennai, Jalladian Pet",3,12.9178174,80.1965728
Chennai,Jawahar Nagar,"Chennai, Jawahar Nagar",2,13.1108545,80.2274314
Chennai,"Jaya Nagar, Porur, Chennai Bypass Road","Chennai, Jaya Nagar, Porur, Chennai Bypass Road",1,13.0341259,80.148918
Chennai,Jyothi Nagar-Ekkatuthangal,"Chennai, Jyothi Nagar-Ekkatuthangal",1,13.0236274,80.2011056
Chennai,KK Nagar,"Chennai, KK Nagar",5,13.0410013,80.1993919
Chennai,"KK Nagar West, KK Nagar","Chennai, KK Nagar West, KK Nagar",1,13.0407075,80.1916911
Chennai,Kailasapuram-Mylapore,"Chennai, Kailasapuram-Mylapore",1,13.0418159,80.2774294
Chennai,Kalavakkam,"Chennai, Kalavakkam",2,12.7416581,80.1970483
Chennai,Kallikuppam,"Chennai, Kallikuppam",1,13.136693,80.169371
Chennai,"Kamakoti Nagar, Pallikaranai","Chennai, Kamakoti Nagar, Pallikaranai",2,12.9411513,80.2119136
Chennai,"Kamakshiamman Nagar Layout, Iyyappanthangal","Chennai, Kamakshiamman Nagar Layout, Iyyappanthangal",1,13.0276127,80.1282031
Chennai,"Kamaraj Nagar-Thiruvanmiyur, E Coast Road","Chennai, Kamaraj Nagar-Thiruvanmiyur, E Coast Road",1,12.9875761,80.2561185
Chennai,Kamarajar Salai,"Chennai, Kamarajar Salai",1,13.0512765,80.1969094
Chennai,Kambar Colony,"Chennai, Kambar Colony",1,13.0955829,80.2025003
Chennai,Kambar Nagar-Kolathur,"Chennai, Kambar Nagar-Kolathur",1,13.1196968,80.2185372
Chennai,Kanathur Reddikuppam,"Chennai, Kanathur Reddikuppam",1,12.8510939,80.2412313
Chennai,"Kannan Colony, Pazhavanthangal","Chennai, Kannan Colony, Pazhavanthangal",2,12.9898011,80.1858946
Chennai,"Karambakkam, Porur","Chennai, Karambakkam, Porur",1,13.0376186,80.1531887
Chennai,Karanai,"Chennai, Karanai",1,12.8589456,80.2000596
Chennai,Karapakkam,"Chennai, Karapakkam",3,12.9190519,80.2300343
Chennai,Kasi Estate,"Chennai, Kasi Estate",1,13.0298253,80.2075237
Chennai,Kasturibai Nagar,"Chennai, Kasturibai Nagar",1,13.0053449,80.2501523
Chennai,"Kattupakkam, PH Road","Chennai, Kattupakkam, PH Road",5,13.0476766,80.1200972
Chennai,Kayarambedu,"Chennai, Kayarambedu",2,12.8030189,80.0688713
Chennai,Kazhipattur,"Chennai, Kazhipattur",1,12.8235807,80.2310428
Chennai,Keelkatalai,"Chennai, Keelkatalai",1,12.9556074,80.1868681
Chennai,Keelkattalai,"Chennai, Keelkattalai",3,12.9556074,80.1868681
Chennai,"Kelambakkam, Old Mahabalipuram Road","Chennai, Kelambakkam, Old Mahabalipuram Road",8,12.8337845,80.2286477
Chennai,Kellys,"Chennai, Kellys",1,13.0857691,80.2443525
Chennai,"Kesari Nagar, Adambakkam","Chennai, Kesari Nagar, Adambakkam",1,12.9832294,80.1975821
Chennai,Khurunjis zinnia Apartment Homes at Thambaram west,"Chennai, Khurunjis zinnia Apartment Homes at Thambaram west",1,12.9149851,80.098207
Chennai,Kilpauk,"Chennai, Kilpauk",2,13.0828318,80.2417105
Chennai,Kodambakkam,"Chennai, Kodambakkam",8,13.0521019,80.2255286
Chennai,Kodungaiyur East,"Chennai, Kodungaiyur East",2,13.1300731,80.2572225
Chennai,Kodungaiyur West,"Chennai, Kodungaiyur West",1,13.1374551,80.2478495
Chennai,Kolapakkam - Vandalur-Kelambakkam Road,"Chennai, Kolapakkam - Vandalur-Kelambakkam Road",1,12.8688396,80.1113862
Chennai,Kolathur,"Chennai, Kolathur",11,13.1239583,80.2121332
Chennai,"Korattur, Jawaharlal Nehru Road","Chennai, Korattur, Jawaharlal Nehru Road",6,13.1111262,80.1970912
Chennai,Kovilambakkam,"Chennai, Kovilambakkam",5,12.940865,80.1850596
Chennai,Kovilancheri,"Chennai, Kovilancheri",1,12.8809869,80.1702662
Chennai,Kovur,"Chennai, Kovur",5,13.0108473,80.1177335
Chennai,Koyambedu,"Chennai, Koyambedu",4,13.0693568,80.1948314
Chennai,"Krishna Nagar-Chromepet, Chromepet","Chennai, Krishna Nagar-Chromepet, Chromepet",1,12.9416245,80.1491384
Chennai,"Kubera Nagar, Madipakkam","Chennai, Kubera Nagar, Madipakkam",1,12.9580114,80.2063355
Chennai,"Kundrathur, Pallavaram Kundrathur Main Road","Chennai, Kundrathur, Pallavaram Kundrathur Main Road",2,12.997987,80.1037103
Chennai,Kuthanur,"Chennai, Kuthanur",1,12.8237769,80.0213538
Chennai,"Lake Area, Nungambakkam","Chennai, Lake Area, Nungambakkam",1,13.0565057,80.240306
Chennai,Lanchor Abode valley,"Chennai, Lanchor Abode valley",1,12.817291,80.0402619
Chennai,"Loganathan Colony, Mylapore","Chennai, Loganathan Colony, Mylapore",1,13.0427131,80.2729007
Chennai,"Luz, Mylapore","Chennai, Luz, Mylapore",1,13.0399719,80.2662814
